args	0.897357897136
optional	0.164111132117
posting	0.148718093089
company	0.136983151839
warehouse	0.124682441643
qty	0.121178237295
purpose	0.115874195308
item	0.0880438836231
source	0.0874355422212
time	0.0787085632793
target	0.0729723502717
center	0.0678539458814
frappe	0.0650325798819
cost	0.0632767907102
test	0.0578596353298
moved	0.0561435405295
rate	0.0478129368844
date	0.0476710234175
flag	0.0463831672967
serial	0.0454739204573
batch	0.0452494651208
code	0.0445241770795
receipt	0.0421235575561
material	0.0407123675288
elif	0.0343246786211
vales	0.0332111439691
basic	0.0327606648558
cint	0.0326261559072
submit	0.0306638270017
stock	0.0298525452071
helper	0.0294521244168
flt	0.0290583559925
entry	0.0280956057991
expense	0.0273493074759
delivery	0.0266764008756
save	0.0254764767118
note	0.0253381115085
basestring	0.0252281817467
value	0.0250333046307
isinstance	0.0235647890962
make	0.0233066580832
invoice	0.0226680655866
purchase	0.0215749366107
account	0.0213356111656
erpnext	0.0197614393362
sales	0.0194076093623
db	0.0185604746125
whitelist	0.0181293739315
flags	0.018026807813
names	0.0175492423707
factor	0.016518242256
map	0.0160860080047
transfer	0.0160545715976
issue	0.0156380254384
conversion	0.015208621426
set	0.0149929908349
insert	0.0145291779963
append	0.0137453870601
import	0.0130555003733
function	0.0125208401547
dict	0.0119995898675
utils	0.0113738625339
new	0.0108840005486
items	0.0107615308256
return	0.00985991270355
default	0.00964430020605
def	0.00918524189416
pvt	0.00789216778685
technologies	0.00775323175389
contributors	0.00770385385323
txt	0.00769568167711
copyright	0.00768752574788
doc	0.00761484298161
license	0.00744625305258
